ID Channel,Waktu,Komentar,genre,Like,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,stemming_data
@itsdel12,4 bulan yang lalu,"Jumbo itu sebenernya terobosan baru yg luar biasa membanggakan buat Indonesia meskipun emang kalo diteliti secara keseluruhan, masih ada aspek yang perlu ditingkatin, mulai dari naskah sampe plot. Review Ngelantur ini udah kritis bgt dan on point. Captionnya jg keren, ""Bangga Boleh, Puas Jangan"". Yg bikin aneh itu, banyak org yg justru fokus sama element horornya yg dibilang terlalu serem sampe anak kecil ga pantes nonton, daripada fokus tentang meaning Jumbo yg penting bgt, mulai dr penerimaan atas kehilangan, menepati janji, sampe menjadi pendengar yang baik. 

At the end, Jumbo harus didukung bersama-sama untuk setidaknya sukses di pasaran supaya makin banyak sineas Indonesia yg berani buat animasi daripada horor gajelas yg viral modal thread based on true story 

Oiya, buat animasi bukan pake AI loh ya....PRIITTT",animasi,935,"Jumbo itu sebenernya terobosan baru yg luar biasa membanggakan buat Indonesia meskipun emang kalo diteliti secara keseluruhan masih ada aspek yang perlu ditingkatin mulai dari naskah sampe plot Review Ngelantur ini udah kritis bgt dan on point Captionnya jg keren Bangga Boleh Puas Jangan Yg bikin aneh itu banyak org yg justru fokus sama element horornya yg dibilang terlalu serem sampe anak kecil ga pantes nonton daripada fokus tentang meaning Jumbo yg penting bgt mulai dr penerimaan atas kehilangan menepati janji sampe menjadi pendengar yang baik 

At the end Jumbo harus didukung bersamasama untuk setidaknya sukses di pasaran supaya makin banyak sineas Indonesia yg berani buat animasi daripada horor gajelas yg viral modal thread based on true story 

Oiya buat animasi bukan pake AI loh yaPRIITTT","jumbo itu sebenernya terobosan baru yg luar biasa membanggakan buat indonesia meskipun emang kalo diteliti secara keseluruhan masih ada aspek yang perlu ditingkatin mulai dari naskah sampe plot review ngelantur ini udah kritis bgt dan on point captionnya jg keren bangga boleh puas jangan yg bikin aneh itu banyak org yg justru fokus sama element horornya yg dibilang terlalu serem sampe anak kecil ga pantes nonton daripada fokus tentang meaning jumbo yg penting bgt mulai dr penerimaan atas kehilangan menepati janji sampe menjadi pendengar yang baik 

at the end jumbo harus didukung bersamasama untuk setidaknya sukses di pasaran supaya makin banyak sineas indonesia yg berani buat animasi daripada horor gajelas yg viral modal thread based on true story 

oiya buat animasi bukan pake ai loh yapriittt",jumbo itu sebenarnya terobosan baru yang luar biasa membanggakan buat indonesia meskipun memang kalau diteliti secara keseluruhan masih ada aspek yang perlu ditingkatin mulai dari naskah sampai plot review ngelantur ini sudah kritis banget dan on point captionnya juga keren bangga boleh puas jangan yang bikin aneh itu banyak orang yang justru fokus sama element horornya yang dibilang terlalu seram sampai anak kecil tidak pantas menonton daripada fokus tentang meaning jumbo yang penting banget mulai dari penerimaan atas kehilangan menepati janji sampai menjadi pendengar yang baik at the end jumbo harus didukung bersamasama untuk setidaknya sukses di pasaran supaya makin banyak sineas indonesia yang berani buat animasi daripada horor tidak jelas yang viral modal thread based on true story oiya buat animasi bukan pakai ai loh yapriittt,"['jumbo', 'itu', 'sebenarnya', 'terobosan', 'baru', 'yang', 'luar', 'biasa', 'membanggakan', 'buat', 'indonesia', 'meskipun', 'memang', 'kalau', 'diteliti', 'secara', 'keseluruhan', 'masih', 'ada', 'aspek', 'yang', 'perlu', 'ditingkatin', 'mulai', 'dari', 'naskah', 'sampai', 'plot', 'review', 'ngelantur', 'ini', 'sudah', 'kritis', 'banget', 'dan', 'on', 'point', 'captionnya', 'juga', 'keren', 'bangga', 'boleh', 'puas', 'jangan', 'yang', 'bikin', 'aneh', 'itu', 'banyak', 'orang', 'yang', 'justru', 'fokus', 'sama', 'element', 'horornya', 'yang', 'dibilang', 'terlalu', 'seram', 'sampai', 'anak', 'kecil', 'tidak', 'pantas', 'menonton', 'daripada', 'fokus', 'tentang', 'meaning', 'jumbo', 'yang', 'penting', 'banget', 'mulai', 'dari', 'penerimaan', 'atas', 'kehilangan', 'menepati', 'janji', 'sampai', 'menjadi', 'pendengar', 'yang', 'baik', 'at', 'the', 'end', 'jumbo', 'harus', 'didukung', 'bersamasama', 'untuk', 'setidaknya', 'sukses', 'di', 'pasaran', 'supaya', 'makin', 'banyak', 'sineas', 'indonesia', 'yang', 'berani', 'buat', 'animasi', 'daripada', 'horor', 'tidak', 'jelas', 'yang', 'viral', 'modal', 'thread', 'based', 'on', 'true', 'story', 'oiya', 'buat', 'animasi', 'bukan', 'pakai', 'ai', 'loh', 'yapriittt']","['jumbo', 'terobosan', 'membanggakan', 'indonesia', 'diteliti', 'aspek', 'ditingkatin', 'naskah', 'plot', 'review', 'ngelantur', 'kritis', 'banget', 'on', 'point', 'captionnya', 'keren', 'bangga', 'puas', 'bikin', 'aneh', 'orang', 'fokus', 'element', 'horornya', 'dibilang', 'seram', 'anak', 'menonton', 'fokus', 'meaning', 'jumbo', 'banget', 'penerimaan', 'kehilangan', 'menepati', 'janji', 'pendengar', 'at', 'the', 'end', 'jumbo', 'didukung', 'bersamasama', 'sukses', 'pasaran', 'sineas', 'indonesia', 'berani', 'animasi', 'horor', 'viral', 'modal', 'thread', 'based', 'on', 'true', 'story', 'oiya', 'animasi', 'pakai', 'ai', 'loh', 'yapriittt']",jumbo terobos bangga indonesia teliti aspek ditingkatin naskah plot review ngelantur kritis banget on point captionnya keren bangga puas bikin aneh orang fokus element horor bilang seram anak tonton fokus meaning jumbo banget terima hilang tepat janji dengar at the end jumbo dukung bersamasama sukses pasar sineas indonesia berani animasi horor viral modal thread based on true story oiya animasi pakai ai loh yapriittt
@DeniRamadhanYTchannel,4 bulan yang lalu,sumpah baru tau lu introvert bang,animasi,11,sumpah baru tau lu introvert bang,sumpah baru tau lu introvert bang,sumpah baru tau kamu introvert abang,"['sumpah', 'baru', 'tau', 'kamu', 'introvert', 'abang']","['sumpah', 'tau', 'introvert', 'abang']",sumpah tau introvert abang
@RaihanDwiFarhandi,4 bulan yang lalu,"Well Played bg, aku suka liat abg mode roasting gini, teruskan bg wkwkwkwkw",animasi,2,Well Played bg aku suka liat abg mode roasting gini teruskan bg wkwkwkwkw,well played bg aku suka liat abg mode roasting gini teruskan bg wkwkwkwkw,well played bang aku suka lihat abang mode roasting begini teruskan bang wkwkwkwkw,"['well', 'played', 'bang', 'aku', 'suka', 'lihat', 'abang', 'mode', 'roasting', 'begini', 'teruskan', 'bang', 'wkwkwkwkw']","['well', 'played', 'bang', 'suka', 'lihat', 'abang', 'mode', 'roasting', 'teruskan', 'bang', 'wkwkwkwkw']",well played bang suka lihat abang mode roasting terus bang wkwkwkwkw
@kiryu-r,4 bulan yang lalu,"""industri animasi indonesia akan menjadi salah satu yang ter-""
It was at this moment that he knew, he f*ked up",animasi,20,"industri animasi indonesia akan menjadi salah satu yang ter
It was at this moment that he knew he fked up","industri animasi indonesia akan menjadi salah satu yang ter
it was at this moment that he knew he fked up",industri animasi indonesia akan menjadi salah satu yang ter itu was at this moment that he knew he fked up,"['industri', 'animasi', 'indonesia', 'akan', 'menjadi', 'salah', 'satu', 'yang', 'ter', 'itu', 'was', 'at', 'this', 'moment', 'that', 'he', 'knew', 'he', 'fked', 'up']","['industri', 'animasi', 'indonesia', 'salah', 'ter', 'was', 'at', 'this', 'moment', 'that', 'he', 'knew', 'he', 'fked', 'up']",industri animasi indonesia salah ter was at this moment that he knew he fked up
@SuddenlyBossanova,4 bulan yang lalu,karena duitnya dipakai buat... (iklan google one) ...ituu..,animasi,4,karena duitnya dipakai buat iklan google one ituu,karena duitnya dipakai buat iklan google one ituu,karena duitnya dipakai buat iklan google one itu,"['karena', 'duitnya', 'dipakai', 'buat', 'iklan', 'google', 'one', 'itu']","['duitnya', 'dipakai', 'iklan', 'google', 'one']",duit pakai iklan google one
@malikabdulfajar,4 bulan yang lalu,awowkok baru nemu ni channel asik bgt editing nyaa,animasi,0,awowkok baru nemu ni channel asik bgt editing nyaa,awowkok baru nemu ni channel asik bgt editing nyaa,awowkok baru nemu nih channel asik banget editing nya,"['awowkok', 'baru', 'nemu', 'nih', 'channel', 'asik', 'banget', 'editing', 'nya']","['awowkok', 'nemu', 'nih', 'channel', 'asik', 'banget', 'editing', 'nya']",awowkok nemu nih channel asik banget editing nya
@deganteng5625,4 bulan yang lalu,pake blender gak tuhhh keren banget bisa memaksimalkan open source software :'),animasi,5,pake blender gak tuhhh keren banget bisa memaksimalkan open source software ,pake blender gak tuhhh keren banget bisa memaksimalkan open source software ,pakai blender tidak tuh keren banget bisa memaksimalkan open source software,"['pakai', 'blender', 'tidak', 'tuh', 'keren', 'banget', 'bisa', 'memaksimalkan', 'open', 'source', 'software']","['pakai', 'blender', 'tuh', 'keren', 'banget', 'memaksimalkan', 'open', 'source', 'software']",pakai blender tuh keren banget maksimal open source software
@verzmi,4 bulan yang lalu,Keluarga Somad,animasi,11,Keluarga Somad,keluarga somad,keluarga somad,"['keluarga', 'somad']","['keluarga', 'somad']",keluarga somad
@defiasri4595,3 bulan yang lalu,BANGUN BANG ! JUMBO SUDAH 10 JUTA,animasi,10,BANGUN BANG  JUMBO SUDAH  JUTA,bangun bang  jumbo sudah  juta,bangun abang jumbo sudah juta,"['bangun', 'abang', 'jumbo', 'sudah', 'juta']","['bangun', 'abang', 'jumbo', 'juta']",bangun abang jumbo juta
@eeveechannel5533,4 bulan yang lalu,"Saya dari Malaysia dan agak excited nak menonton filem ni..tapi belum rezeki dapat menonton..kalau sekilas lihat saya tahu yang filem memang banyak usaha yg telah diberikan buat filem ni berhasil ..sbb tu  terasa excited nak tngok...so korang warga Indonesia support laa dulu filem ni..kalau lepas nonton nanti korang rasa filem tidak terlalu wow..jangan jatuhkan mereka sebaliknya terus mendukung...ingat tau semua yg berjaya tu bukan berjaya dengan satu langkah dalam perjalanannya...

Animasi di Malaysia pun memerlukan perjalanan yg jauh untuk capai kejayaan mereka sekarang..so apa yg penting kita support mereka yg bekarya dan kita harap mereka juga terus berusaha untuk perbaiki dan meningkatkan lagi mutu kerja mereka untuk hasilkan karya yg lebih baik dan berkualiti️",animasi,438,"Saya dari Malaysia dan agak excited nak menonton filem nitapi belum rezeki dapat menontonkalau sekilas lihat saya tahu yang filem memang banyak usaha yg telah diberikan buat filem ni berhasil sbb tu  terasa excited nak tngokso korang warga Indonesia support laa dulu filem nikalau lepas nonton nanti korang rasa filem tidak terlalu wowjangan jatuhkan mereka sebaliknya terus mendukungingat tau semua yg berjaya tu bukan berjaya dengan satu langkah dalam perjalanannya

Animasi di Malaysia pun memerlukan perjalanan yg jauh untuk capai kejayaan mereka sekarangso apa yg penting kita support mereka yg bekarya dan kita harap mereka juga terus berusaha untuk perbaiki dan meningkatkan lagi mutu kerja mereka untuk hasilkan karya yg lebih baik dan berkualiti","saya dari malaysia dan agak excited nak menonton filem nitapi belum rezeki dapat menontonkalau sekilas lihat saya tahu yang filem memang banyak usaha yg telah diberikan buat filem ni berhasil sbb tu  terasa excited nak tngokso korang warga indonesia support laa dulu filem nikalau lepas nonton nanti korang rasa filem tidak terlalu wowjangan jatuhkan mereka sebaliknya terus mendukungingat tau semua yg berjaya tu bukan berjaya dengan satu langkah dalam perjalanannya

animasi di malaysia pun memerlukan perjalanan yg jauh untuk capai kejayaan mereka sekarangso apa yg penting kita support mereka yg bekarya dan kita harap mereka juga terus berusaha untuk perbaiki dan meningkatkan lagi mutu kerja mereka untuk hasilkan karya yg lebih baik dan berkualiti",saya dari malaysia dan agak excited nak menonton filem nitapi belum rezeki dapat menontonkalau sekilas lihat saya tahu yang filem memang banyak usaha yang telah diberikan buat filem nih berhasil sebab itu terasa excited nak tngokso korang warga indonesia support lah dulu filem nikalau lepas menonton nanti korang rasa filem tidak terlalu wowjangan jatuhkan mereka sebaliknya terus mendukungingat tau semua yang berjaya itu bukan berjaya dengan satu langkah dalam perjalanannya animasi di malaysia pun memerlukan perjalanan yang jauh untuk capai kejayaan mereka sekarangso apa yang penting kita support mereka yang bekarya dan kita harap mereka juga terus berusaha untuk perbaiki dan meningkatkan lagi mutu kerja mereka untuk hasilkan karya yang lebih baik dan berkualiti,"['saya', 'dari', 'malaysia', 'dan', 'agak', 'excited', 'nak', 'menonton', 'filem', 'nitapi', 'belum', 'rezeki', 'dapat', 'menontonkalau', 'sekilas', 'lihat', 'saya', 'tahu', 'yang', 'filem', 'memang', 'banyak', 'usaha', 'yang', 'telah', 'diberikan', 'buat', 'filem', 'nih', 'berhasil', 'sebab', 'itu', 'terasa', 'excited', 'nak', 'tngokso', 'korang', 'warga', 'indonesia', 'support', 'lah', 'dulu', 'filem', 'nikalau', 'lepas', 'menonton', 'nanti', 'korang', 'rasa', 'filem', 'tidak', 'terlalu', 'wowjangan', 'jatuhkan', 'mereka', 'sebaliknya', 'terus', 'mendukungingat', 'tau', 'semua', 'yang', 'berjaya', 'itu', 'bukan', 'berjaya', 'dengan', 'satu', 'langkah', 'dalam', 'perjalanannya', 'animasi', 'di', 'malaysia', 'pun', 'memerlukan', 'perjalanan', 'yang', 'jauh', 'untuk', 'capai', 'kejayaan', 'mereka', 'sekarangso', 'apa', 'yang', 'penting', 'kita', 'support', 'mereka', 'yang', 'bekarya', 'dan', 'kita', 'harap', 'mereka', 'juga', 'terus', 'berusaha', 'untuk', 'perbaiki', 'dan', 'meningkatkan', 'lagi', 'mutu', 'kerja', 'mereka', 'untuk', 'hasilkan', 'karya', 'yang', 'lebih', 'baik', 'dan', 'berkualiti']","['malaysia', 'excited', 'nak', 'menonton', 'filem', 'nitapi', 'rezeki', 'menontonkalau', 'sekilas', 'lihat', 'filem', 'usaha', 'filem', 'nih', 'berhasil', 'excited', 'nak', 'tngokso', 'korang', 'warga', 'indonesia', 'support', 'filem', 'nikalau', 'lepas', 'menonton', 'korang', 'filem', 'wowjangan', 'jatuhkan', 'mendukungingat', 'tau', 'berjaya', 'berjaya', 'langkah', 'perjalanannya', 'animasi', 'malaysia', 'perjalanan', 'capai', 'kejayaan', 'sekarangso', 'support', 'bekarya', 'harap', 'berusaha', 'perbaiki', 'meningkatkan', 'mutu', 'kerja', 'hasilkan', 'karya', 'berkualiti']",malaysia excited nak tonton filem nitapi rezeki menontonkalau kilas lihat filem usaha filem nih hasil excited nak tngokso korang warga indonesia support filem nikalau lepas tonton korang filem wowjangan jatuh mendukungingat tau jaya jaya langkah jalan animasi malaysia jalan capai jaya sekarangso support bekarya harap usaha baik tingkat mutu kerja hasil karya alit
@AdrianGc5,4 bulan yang lalu,udah pernah bang pas SD,animasi,5,udah pernah bang pas SD,udah pernah bang pas sd,sudah pernah abang pas sd,"['sudah', 'pernah', 'abang', 'pas', 'sd']","['abang', 'pas', 'sd']",abang pas sd
@4KT0b,4 bulan yang lalu,Absolute Cinema Lokal,animasi,10,Absolute Cinema Lokal,absolute cinema lokal,absolute cinema lokal,"['absolute', 'cinema', 'lokal']","['absolute', 'cinema', 'lokal']",absolute cema lokal
@Ganados7,4 bulan yang lalu,"Makasih ngelantur, gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu?? Di channel ini gua cukup liat thumbnail video lu. Dan itu manjurrrrr wkwkwkwk",animasi,6,Makasih ngelantur gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu Di channel ini gua cukup liat thumbnail video lu Dan itu manjurrrrr wkwkwkwk,makasih ngelantur gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu di channel ini gua cukup liat thumbnail video lu dan itu manjurrrrr wkwkwkwk,terima kasih ngelantur gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu di channel ini gua cukup lihat thumbnail video kamu dan itu manjurrrrr wkwkwkwk,"['terima', 'kasih', 'ngelantur', 'gua', 'yang', 'awam', 'tentang', 'film', 'jadi', 'terbantu', 'tentang', 'bagaimana', 'sih', 'film', 'yang', 'bagus', 'itu', 'di', 'channel', 'ini', 'gua', 'cukup', 'lihat', 'thumbnail', 'video', 'kamu', 'dan', 'itu', 'manjurrrrr', 'wkwkwkwk']","['terima', 'kasih', 'ngelantur', 'gua', 'awam', 'film', 'terbantu', 'sih', 'film', 'bagus', 'channel', 'gua', 'lihat', 'thumbnail', 'video', 'manjurrrrr', 'wkwkwkwk']",terima kasih ngelantur gua awam film bantu sih film bagus channel gua lihat thumbnail video manjurrrrr wkwkwkwk
@Bimabarnes,4 bulan yang lalu,2008 juga ngerasain kok bang,animasi,5, juga ngerasain kok bang, juga ngerasain kok bang,juga merasai kok abang,"['juga', 'merasai', 'kok', 'abang']","['merasai', 'abang']",rasai abang
@GuluGal4,4 bulan yang lalu,"Maju terus animasi indonesia.. 
Sya akan mncba sllu support dgn memontonya.. Cm ini yg bs sy lakukan untuk mndukung animasi indonesia..",animasi,0,"Maju terus animasi indonesia 
Sya akan mncba sllu support dgn memontonya Cm ini yg bs sy lakukan untuk mndukung animasi indonesia","maju terus animasi indonesia 
sya akan mncba sllu support dgn memontonya cm ini yg bs sy lakukan untuk mndukung animasi indonesia",maju terus animasi indonesia saya akan mncba selalu support dengan memontonya cuma ini yang bisa saya lakukan untuk mndukung animasi indonesia,"['maju', 'terus', 'animasi', 'indonesia', 'saya', 'akan', 'mncba', 'selalu', 'support', 'dengan', 'memontonya', 'cuma', 'ini', 'yang', 'bisa', 'saya', 'lakukan', 'untuk', 'mndukung', 'animasi', 'indonesia']","['maju', 'animasi', 'indonesia', 'mncba', 'support', 'memontonya', 'lakukan', 'mndukung', 'animasi', 'indonesia']",maju animasi indonesia mncba support memontonya laku mndukung animasi indonesia
@revanella7980,4 bulan yang lalu,"mantap bang saya suka dengan kritik abang- gak cuman bagusnya aja tapi yang masih kurang dijabarin, bahkan sampai kasih saran gak kayak beberapa orang yang cuman bisa ngejelekin tapi gak ngasih saran bahkan gak bener-bener ngasih tau jelasnya dimana yang gak bagus.",animasi,8,mantap bang saya suka dengan kritik abang gak cuman bagusnya aja tapi yang masih kurang dijabarin bahkan sampai kasih saran gak kayak beberapa orang yang cuman bisa ngejelekin tapi gak ngasih saran bahkan gak benerbener ngasih tau jelasnya dimana yang gak bagus,mantap bang saya suka dengan kritik abang gak cuman bagusnya aja tapi yang masih kurang dijabarin bahkan sampai kasih saran gak kayak beberapa orang yang cuman bisa ngejelekin tapi gak ngasih saran bahkan gak benerbener ngasih tau jelasnya dimana yang gak bagus,mantap abang saya suka dengan kritik abang tidak cuman bagusnya saja tapi yang masih kurang dijabarin bahkan sampai kasih saran tidak kayak beberapa orang yang cuman bisa ngejelekin tapi tidak mengasih saran bahkan tidak benerbener mengasih tau jelasnya dimana yang tidak bagus,"['mantap', 'abang', 'saya', 'suka', 'dengan', 'kritik', 'abang', 'tidak', 'cuman', 'bagusnya', 'saja', 'tapi', 'yang', 'masih', 'kurang', 'dijabarin', 'bahkan', 'sampai', 'kasih', 'saran', 'tidak', 'kayak', 'beberapa', 'orang', 'yang', 'cuman', 'bisa', 'ngejelekin', 'tapi', 'tidak', 'mengasih', 'saran', 'bahkan', 'tidak', 'benerbener', 'mengasih', 'tau', 'jelasnya', 'dimana', 'yang', 'tidak', 'bagus']","['mantap', 'abang', 'suka', 'kritik', 'abang', 'cuman', 'bagusnya', 'dijabarin', 'kasih', 'saran', 'kayak', 'orang', 'cuman', 'ngejelekin', 'mengasih', 'saran', 'benerbener', 'mengasih', 'tau', 'dimana', 'bagus']",mantap abang suka kritik abang cuman bagus dijabarin kasih saran kayak orang cuman ngejelekin asih saran benerbener asih tau mana bagus
@muhammad_iqbalh,4 bulan yang lalu (diedit),"Argumen soal POV Meri ditaruh di awal sangat setuju sih. Soalnya memang agak aneh aja transisinya buat perkenalan Meri. Tapi overall ini film animasi udah bagus banget. Urusan teknis mah masalah waktu aja, yang terpenting udah ada breakthrough film animasi Indonesia buat ke level selanjutnya. Gua pribadi kasih score solid 8/10!",animasi,227,Argumen soal POV Meri ditaruh di awal sangat setuju sih Soalnya memang agak aneh aja transisinya buat perkenalan Meri Tapi overall ini film animasi udah bagus banget Urusan teknis mah masalah waktu aja yang terpenting udah ada breakthrough film animasi Indonesia buat ke level selanjutnya Gua pribadi kasih score solid ,argumen soal pov meri ditaruh di awal sangat setuju sih soalnya memang agak aneh aja transisinya buat perkenalan meri tapi overall ini film animasi udah bagus banget urusan teknis mah masalah waktu aja yang terpenting udah ada breakthrough film animasi indonesia buat ke level selanjutnya gua pribadi kasih score solid ,argumen soal pov meri ditaruh di awal sangat setuju sih soalnya memang agak aneh saja transisinya buat perkenalan meri tapi overall ini film animasi sudah bagus banget urusan teknis mah masalah waktu saja yang terpenting sudah ada breakthrough film animasi indonesia buat ke level selanjutnya gua pribadi kasih score solid,"['argumen', 'soal', 'pov', 'meri', 'ditaruh', 'di', 'awal', 'sangat', 'setuju', 'sih', 'soalnya', 'memang', 'agak', 'aneh', 'saja', 'transisinya', 'buat', 'perkenalan', 'meri', 'tapi', 'overall', 'ini', 'film', 'animasi', 'sudah', 'bagus', 'banget', 'urusan', 'teknis', 'mah', 'masalah', 'waktu', 'saja', 'yang', 'terpenting', 'sudah', 'ada', 'breakthrough', 'film', 'animasi', 'indonesia', 'buat', 'ke', 'level', 'selanjutnya', 'gua', 'pribadi', 'kasih', 'score', 'solid']","['argumen', 'pov', 'meri', 'ditaruh', 'setuju', 'sih', 'aneh', 'transisinya', 'perkenalan', 'meri', 'overall', 'film', 'animasi', 'bagus', 'banget', 'urusan', 'teknis', 'mah', 'terpenting', 'breakthrough', 'film', 'animasi', 'indonesia', 'level', 'gua', 'pribadi', 'kasih', 'score', 'solid']",argumen pov meri taruh tuju sih aneh transisi kenal meri overall film animasi bagus banget urus teknis mah penting breakthrough film animasi indonesia level gua pribadi kasih score solid
@ikrmbana,4 bulan yang lalu,bang review film pengepungan di bukit duri ditunggu yeee,animasi,1,bang review film pengepungan di bukit duri ditunggu yeee,bang review film pengepungan di bukit duri ditunggu yeee,abang review film pengepungan di bukit duri ditunggu ya,"['abang', 'review', 'film', 'pengepungan', 'di', 'bukit', 'duri', 'ditunggu', 'ya']","['abang', 'review', 'film', 'pengepungan', 'bukit', 'duri', 'ditunggu', 'ya']",abang review film kepung bukit duri tunggu ya
