"Link Channel","ID Channel","Waktu","Link video","Komentar","Like"
"https://www.youtube.com/@dewadurja","@dewadurja","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=Ugyt6By_vEtGSL1Df4l4AaABAg","Maha karya  terimakasih.",""
"https://www.youtube.com/@damyanamiya2224","@damyanamiya2224","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyP3kudgVELDnsyiAF4AaABAg","Sore adalah salah satu film yg gw ga mau liat refiew dr siapapun. Dan boom","2"
"https://www.youtube.com/@ajengdallialamiah463","@ajengdallialamiah463","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgxqpRbmhqscrgkTkXR4AaABAg","Udah nonton dan balik ke sini nuat ""ngobrol"" bareng ehehe",""
"https://www.youtube.com/@andreasgiri9399","@andreasgiri9399","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyxhKMyWvi2raFNbLl4AaABAg","ada satu line paling logis untuk menjawab itu bang pandji. si karlo bilang “boleh gak gue pinjem mesin waktu lo” dalam bahasa dia. dan itu bikin gue “NAHH INIII HARUSNYA ADA MANUSIA YG GINII, INI BIKIN KERASA DEKET KE ORG ORG KAYA GUE”","58"
"https://www.youtube.com/@GrimReaper-r6x","@GrimReaper-r6x","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzJ1xlVXVP7k5J5owl4AaABAg","baru buka video ini setelah nonton Sore dan yaaa suka banget  pengen nonton ulang lagi sendiri.....dan relate banget sama apa yang bg Pandji rasakan.....",""
"https://www.youtube.com/@zulllhq","@zulllhq","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzTs53UZaTO_na9niN4AaABAg","Betul bangett, ya film ini secara plot bagus banget, akting pemeran luar biasa, sinematografi cakep parah. Tapi yang bikin film ini jadi indah karena feeling yang didapet sepanjang film bahkan setelah film selesai. Benar-benar perasaan yang ga bisa disampaikan secara gamblang. Sangat Menyentuh","24"
"https://www.youtube.com/@Poke-Raids","@Poke-Raids","3 minggu yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgxOiy2ziXTYRKh1r194AaABAg","Baru saja nonton SORE untuk yg ke2x....baru bs melihat ditel2....gila sih film ini.",""
"https://www.youtube.com/@l4w4nr3z1m","@l4w4nr3z1m","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwmsBExN8iFQr21Lc94AaABAg","Nirina Zubir & Ringgo Agus Rahman. 
Sheila Dara & Dion Wiyoko.

Dua pasangan layar lebar yang berhasil jadi signature duo-nya Yandy Laurens. Gak cuma chemistry-nya yang kuat, tapi juga kemampuan mereka buat ngangkat emosi dari dialog sederhana sampai momen sunyi yang penuh makna. Mereka bisa lucu tanpa maksa, menghibur tanpa kehilangan kedalaman, dan yang paling penting: mereka terasa nyata. Udah kaya combo Ryan Gosling dan Emma Stone versi Indonesia. Kalau Yandy mau terus nge-cast mereka berdua sebagai duo andalannya di setiap film baru, gw siap nonton terus tanpa pikir panjang. Kombinasi ini bukan cuma enak ditonton, ini yang namanya ABSOLUTE CINEMA","218"
"https://www.youtube.com/@Poke-Raids","@Poke-Raids","3 minggu yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwsKKIVmkTEnzrRf7B4AaABAg","Aku baru nonton SORE, tadi sore. Ada 1 momen saat bagaimana film ini membawa perasaanku pada kondisi menahan tangis...agar air mata tidak menetes deras....tapi semakin ditahan..perasaan sedih semakin dalam...dan semakin tak kuasa menahan air mata.",""
"https://www.youtube.com/@narabalibaci","@narabalibaci","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwN1tHKqSEIg06IYnZ4AaABAg","film ini ngingetin aku sama drama korea ""Tomorrow With You""","4"
